ReferringTicketID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,JIRACheck
OPENJPA-1269,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1279,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1281,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1283,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1284,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1286,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1289,-,-,-,-,-,-,-,-,-,IOA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1293,-,IA,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1294,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1295,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1302,IA,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1303,IA,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,F,IV_AFTER_OV*AVS_NOT_CONSISTENT
OPENJPA-1308,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1321,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1325,-,IA,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1326,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1328,-,-,-,-,-,-,-,IA,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1333,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1335,IA,A,A,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1338,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1341,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1343,IA,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AVS_NOT_CONSISTENT
OPENJPA-1344,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1349,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1350,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1351,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1352,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1354,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1355,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1360,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1367,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1370,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1371,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1372,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1375,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1376,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1377,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1379,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1380,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1381,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1383,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1384,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1385,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1386,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1387,-,-,-,-,-,-,-,-,-,IA,OA,A,A,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1388,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1390,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1391,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1393,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1394,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1396,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1397,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1400,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1401,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1406,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1409,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1410,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1413,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1421,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1424,-,-,-,-,-,-,-,-,IA,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1425,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1431,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1432,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1435,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1438,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1439,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1441,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1442,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1444,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1445,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1452,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1455,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1457,IA,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1458,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1460,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1461,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1464,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1467,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1477,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1478,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1482,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1483,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1485,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1486,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1491,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1494,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1496,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1500,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1501,IA,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1503,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1504,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1506,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1510,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1515,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1518,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1524,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1527,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AV_AFTER_FV
OPENJPA-1533,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1535,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1536,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1538,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1542,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1543,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1544,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1546,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1547,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1550,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1556,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1558,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1559,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1562,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1565,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1568,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1569,IA,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1570,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1573,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1575,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1577,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1578,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1580,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1581,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1583,IA,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1584,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1596,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1597,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1599,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1602,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1604,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1605,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1608,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1609,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1611,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1613,IA,A,A,A,A,A,A,A,A,A,A,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1618,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1625,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*FV_AS_AV
OPENJPA-1626,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1627,IA,A,A,A,A,A,A,A,A,A,A,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1630,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*FV_AS_AV*AVS_NOT_CONSISTENT
OPENJPA-1631,IA,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1634,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1641,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1644,-,-,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1646,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1650,IA,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1657,-,-,IA,A,A,A,A,A,A,A,A,A,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1662,-,-,-,-,-,IA,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1665,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1667,IA,A,A,A,A,A,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1668,-,-,-,-,-,-,IA,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1670,-,-,-,-,-,-,-,-,-,-,IA,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1676,-,-,-,-,-,-,-,IA,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV
OPENJPA-1678,-,-,-,-,-,IA,A,A,A,A,A,OA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AV_AFTER_FV*AVS_NOT_CONSISTENT
OPENJPA-1682,IA,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,IV_AFTER_OV*AVS_NOT_CONSISTENT
OPENJPA-1683,-,-,-,-,-,IA,A,A,A,A,A,A,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1685,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1686,IA,A,A,A,A,A,A,A,A,A,A,A,OA,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,NOT_REPORTED
OPENJPA-1689,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1690,-,-,-,-,-,-,-,-,-,-,-,IOA,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK
OPENJPA-1691,-,-,-,-,-,-,-,-,-,-,IA,A,OA,A,A,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
OPENJPA-1692,-,-,-,-,-,-,-,-,-,-,-,IA,OA,A,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FV_AS_AV*AVS_NOT_CONSISTENT
