ReferringTicketID,1,2,3,4,5,6,7,8,9,10,11,12,13,JIRACheck
BOOKKEEPER-678,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-679,IA,A,A,OA,F,-,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-683,IA,A,A,OA,F,-,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-685,IA,A,A,OA,F,-,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-686,-,-,IA,OA,F,-,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-688,-,-,IA,A,OA,A,F,-,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-695,IA,A,A,A,A,OA,A,A,F,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-698,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-700,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-708,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-709,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-710,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-711,-,-,-,-,IOA,F,-,-,-,-,-,-,-,OK
BOOKKEEPER-712,-,-,-,IA,OA,F,-,-,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-714,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-719,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-720,IA,A,A,A,OA,F,-,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-724,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-725,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-726,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-727,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-728,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-729,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-730,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-731,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-739,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-740,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-742,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-743,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-744,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-745,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-746,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-750,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-751,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-752,-,-,-,-,IA,OA,F,-,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-755,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-763,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-765,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-766,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-767,IA,A,A,A,A,OA,F,-,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-768,-,-,-,-,IA,A,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-769,-,IA,A,A,A,A,OA,A,A,F,-,-,-,NOT_REPORTED
BOOKKEEPER-774,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-777,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-778,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-779,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-780,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-783,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-784,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-785,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-786,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-793,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-794,-,IA,A,A,A,A,A,OA,A,F,-,-,-,NOT_REPORTED
BOOKKEEPER-795,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-797,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-799,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-800,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-801,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-802,-,IA,A,A,A,A,A,OA,F,-,-,-,-,NOT_REPORTED
BOOKKEEPER-803,-,IA,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-804,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-805,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-809,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-813,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-814,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-815,-,-,-,-,-,IA,OA,F,-,-,-,-,-,OK
BOOKKEEPER-821,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-823,IA,A,A,A,A,A,A,OA,F,-,-,-,-,NOT_REPORTED
BOOKKEEPER-828,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-831,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-833,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-834,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-835,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-838,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-839,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-840,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-847,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-848,-,-,-,-,-,IA,OA,F,-,-,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-852,-,-,-,-,-,IA,A,OA,A,A,F,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-854,IA,A,A,A,A,A,OA,F,-,-,-,-,-,NOT_REPORTED
BOOKKEEPER-858,IA,A,A,A,A,A,A,OA,F,-,-,-,-,NOT_REPORTED
BOOKKEEPER-863,IA,A,A,A,A,A,A,OA,F,-,-,-,-,NOT_REPORTED
BOOKKEEPER-872,IA,A,A,A,A,A,A,OA,F,-,-,-,-,NOT_REPORTED
BOOKKEEPER-883,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-890,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-891,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-893,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-897,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-898,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-902,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-903,-,IA,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-904,IA,A,A,A,A,A,A,A,OA,F,-,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-907,-,IA,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-908,-,-,-,-,-,-,-,-,IA,OA,F,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-909,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-910,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-911,-,-,-,-,-,-,-,-,IOA,F,-,-,-,OK
BOOKKEEPER-913,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-914,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-917,IA,A,A,A,A,A,A,A,OA,F,-,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-921,IA,A,A,A,A,A,A,A,OA,F,-,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-924,-,-,-,-,-,-,-,-,IA,OA,F,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-925,IA,A,A,A,A,A,A,A,OA,F,-,-,-,NOT_REPORTED
BOOKKEEPER-926,-,-,-,-,-,-,-,IA,OA,F,-,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-927,-,-,-,-,-,-,-,-,IA,OA,F,-,-,AVS_NOT_CONSISTENT
BOOKKEEPER-933,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-938,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-939,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-940,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-952,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-955,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-956,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-957,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-958,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-959,-,-,-,-,-,-,-,-,-,IOA,F,-,-,OK
BOOKKEEPER-980,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-984,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-986,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-987,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-988,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-989,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-999,-,-,-,-,-,-,-,-,-,IOA,F,-,-,OK
BOOKKEEPER-1013,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1018,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1020,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-1021,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1031,-,-,-,-,-,-,-,-,-,IOA,F,-,-,OK
BOOKKEEPER-1044,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1047,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1058,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1061,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1071,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-1073,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1074,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1075,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1077,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1079,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-1102,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-1103,IA,A,A,A,A,A,A,A,A,OA,F,-,-,IV_AFTER_OV*FV_AS_AV
BOOKKEEPER-1104,IA,A,A,A,A,A,A,A,A,OA,F,-,-,NOT_REPORTED
BOOKKEEPER-1105,-,-,-,-,-,-,-,-,-,-,IOA,F,-,OK
