Dataset,#TrainingRelease,%training,%Defective_in_training,%Defective_in_testing,Feature_Selection,Balancing,Sensitivity,Classifier,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,OverSampling,SensitiveLearning,RandomForest,120.0,95.0,30.0,19.0,0.5581395348837209,0.8633093525179856,0.7024172661870504,0.10657246333788535
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,OverSampling,SensitiveLearning,NaiveBayes,118.0,76.0,49.0,21.0,0.6082474226804123,0.8489208633093526,0.6466762589928058,0.24638022366097698
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,OverSampling,SensitiveLearning,IBk,133.0,90.0,35.0,6.0,0.5964125560538116,0.9568345323741008,0.5530935251798561,0.2451301602430452
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,NoCostSensitive,RandomForest,116.0,73.0,52.0,23.0,0.6137566137566137,0.8345323741007195,0.7406618705035971,0.2556828193832598
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,NoCostSensitive,NaiveBayes,136.0,119.0,6.0,3.0,0.5333333333333333,0.9784172661870504,0.6727194244604316,0.027712370947292137
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,NoCostSensitive,IBk,106.0,67.0,58.0,33.0,0.6127167630057804,0.762589928057554,0.6132949640287769,0.2297368267491393
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveThreshold,RandomForest,139.0,125.0,0.0,0.0,0.5265151515151515,1.0,0.5,0.0
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveThreshold,NaiveBayes,137.0,119.0,6.0,2.0,0.53515625,0.9856115107913669,0.5168057553956834,0.03527422082628656
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveThreshold,IBk,106.0,67.0,58.0,33.0,0.6127167630057804,0.762589928057554,0.6132949640287769,0.2297368267491393
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveLearning,RandomForest,138.0,125.0,0.0,1.0,0.5247148288973384,0.9928057553956835,0.7194244604316546,-0.007572544980917232
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveLearning,NaiveBayes,118.0,84.0,41.0,21.0,0.5841584158415841,0.8489208633093526,0.6384748201438849,0.18152828628794154
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,NoFilter,SMOTESampling,SensitiveLearning,IBk,131.0,88.0,37.0,8.0,0.5981735159817352,0.9424460431654677,0.584863309352518,0.24638715432649422
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,NoCostSensitive,RandomForest,130.0,74.0,51.0,9.0,0.6372549019607843,0.935251798561151,0.7791654676258993,0.352482269503546
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,NoCostSensitive,NaiveBayes,138.0,114.0,11.0,1.0,0.5476190476190477,0.9928057553956835,0.6933812949640288,0.08465991316931984
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,NoCostSensitive,IBk,130.0,71.0,54.0,9.0,0.6467661691542289,0.935251798561151,0.6836258992805755,0.37666017354347453
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveThreshold,RandomForest,139.0,112.0,13.0,0.0,0.5537848605577689,1.0,0.552,0.10891447170152509
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveThreshold,NaiveBayes,138.0,122.0,3.0,1.0,0.5307692307692308,0.9928057553956835,0.5084028776978418,0.01766698935140369
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveThreshold,IBk,130.0,71.0,54.0,9.0,0.6467661691542289,0.935251798561151,0.6836258992805755,0.37666017354347453
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveLearning,RandomForest,139.0,125.0,0.0,0.0,0.5265151515151515,1.0,0.7734964028776978,0.0
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveLearning,NaiveBayes,138.0,122.0,3.0,1.0,0.5307692307692308,0.9928057553956835,0.6933812949640288,0.01766698935140369
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,NoSampling,SensitiveLearning,IBk,130.0,71.0,54.0,9.0,0.6467661691542289,0.935251798561151,0.6836258992805755,0.37666017354347453
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,NoCostSensitive,RandomForest,83.0,24.0,101.0,56.0,0.7757009345794392,0.5971223021582733,0.7484892086330935,0.3999659071538157
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,NoCostSensitive,NaiveBayes,105.0,65.0,60.0,34.0,0.6176470588235294,0.7553956834532374,0.609726618705036,0.2383727707191981
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,NoCostSensitive,IBk,89.0,31.0,94.0,50.0,0.7416666666666667,0.6402877697841727,0.6961438848920863,0.38930774503084314
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveThreshold,RandomForest,127.0,89.0,36.0,12.0,0.5879629629629629,0.9136690647482014,0.6008345323741007,0.20812544547398426
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveThreshold,NaiveBayes,114.0,70.0,55.0,25.0,0.6195652173913043,0.8201438848920863,0.6300719424460431,0.2649472450175849
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveThreshold,IBk,139.0,125.0,0.0,0.0,0.5265151515151515,1.0,0.5,0.0
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveLearning,RandomForest,34.0,3.0,122.0,105.0,0.918918918918919,0.2446043165467626,0.7452661870503597,0.2118967328210515
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveLearning,NaiveBayes,67.0,20.0,105.0,72.0,0.7701149425287356,0.48201438848920863,0.7050071942446043,0.31540673093184507
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,UnderSampling,SensitiveLearning,IBk,43.0,4.0,121.0,96.0,0.9148936170212766,0.30935251798561153,0.6386762589928058,0.26743992452411347
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,NoCostSensitive,RandomForest,126.0,69.0,56.0,13.0,0.6461538461538462,0.9064748201438849,0.7632517985611511,0.3626567744214804
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,NoCostSensitive,NaiveBayes,138.0,111.0,14.0,1.0,0.5542168674698795,0.9928057553956835,0.6902446043165468,0.10966576332429998
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,NoCostSensitive,IBk,130.0,71.0,54.0,9.0,0.6467661691542289,0.935251798561151,0.7300143884892086,0.37666017354347453
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveThreshold,RandomForest,138.0,101.0,24.0,1.0,0.5774058577405857,0.9928057553956835,0.5924028776978417,0.19256371814092949
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveThreshold,NaiveBayes,138.0,114.0,11.0,1.0,0.5476190476190477,0.9928057553956835,0.5404028776978417,0.08465991316931984
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveThreshold,IBk,130.0,71.0,54.0,9.0,0.6467661691542289,0.935251798561151,0.6836258992805755,0.37666017354347453
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveLearning,RandomForest,132.0,97.0,28.0,7.0,0.5764192139737991,0.9496402877697842,0.6959136690647482,0.18017318602567944
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveLearning,NaiveBayes,115.0,74.0,51.0,24.0,0.6084656084656085,0.8273381294964028,0.6662158273381295,0.24017621145374443
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,OverSampling,SensitiveLearning,IBk,132.0,92.0,33.0,7.0,0.5892857142857143,0.9496402877697842,0.5600575539568345,0.22121573301549471
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,NoCostSensitive,RandomForest,120.0,69.0,56.0,19.0,0.6349206349206349,0.8633093525179856,0.7790503597122302,0.3177092511013215
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,NoCostSensitive,NaiveBayes,138.0,116.0,9.0,1.0,0.5433070866141733,0.9928057553956835,0.6940431654676259,0.06795413397706689
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,NoCostSensitive,IBk,118.0,62.0,63.0,21.0,0.6555555555555556,0.8489208633093526,0.6764604316546763,0.3588483146067414
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveThreshold,RandomForest,137.0,103.0,22.0,2.0,0.5708333333333333,0.9856115107913669,0.5808057553956835,0.16846652267818576
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveThreshold,NaiveBayes,138.0,121.0,4.0,1.0,0.5328185328185329,0.9928057553956835,0.5124028776978418,0.026065920774115466
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveThreshold,IBk,118.0,62.0,63.0,21.0,0.6555555555555556,0.8489208633093526,0.6764604316546763,0.3588483146067414
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveLearning,RandomForest,133.0,101.0,24.0,6.0,0.5683760683760684,0.9568345323741008,0.753179856115108,0.15475763016157987
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveLearning,NaiveBayes,121.0,79.0,46.0,18.0,0.605,0.8705035971223022,0.6684604316546763,0.24451262685862638
BOOKKEEPER,1,12.732615083251714,9.10871694417238,13.614103819784525,BestFirstFilter,SMOTESampling,SensitiveLearning,IBk,132.0,88.0,37.0,7.0,0.6,0.9496402877697842,0.5838561151079137,0.2539267015706807
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,NoCostSensitive,RandomForest,54.0,8.0,145.0,19.0,0.8709677419354839,0.7397260273972602,0.7731220342018086,0.7156305340665488
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,NoCostSensitive,NaiveBayes,58.0,10.0,143.0,15.0,0.8529411764705882,0.7945205479452054,0.949861223028024,0.742456012398578
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,NoCostSensitive,IBk,47.0,25.0,128.0,26.0,0.6527777777777778,0.6438356164383562,0.7402184618139493,0.48216371641656935
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveThreshold,RandomForest,73.0,153.0,0.0,0.0,0.3230088495575221,1.0,0.5,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveThreshold,NaiveBayes,72.0,64.0,89.0,1.0,0.5294117647058824,0.9863013698630136,0.7840003581341213,0.46343779677113006
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveThreshold,IBk,47.0,25.0,128.0,26.0,0.6527777777777778,0.6438356164383562,0.7402184618139493,0.48216371641656935
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveLearning,RandomForest,73.0,153.0,0.0,0.0,0.3230088495575221,1.0,0.8939027665860865,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveLearning,NaiveBayes,72.0,64.0,89.0,1.0,0.5294117647058824,0.9863013698630136,0.9485182200734175,0.46343779677113006
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,NoSampling,SensitiveLearning,IBk,47.0,25.0,128.0,26.0,0.6527777777777778,0.6438356164383562,0.7402184618139493,0.48216371641656935
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,NoCostSensitive,RandomForest,0.0,0.0,153.0,73.0,0.0,0.0,0.6966603993195452,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,NoCostSensitive,NaiveBayes,31.0,96.0,57.0,42.0,0.2440944881889764,0.4246575342465753,0.3409436834094368,-0.16993022732388022
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,NoCostSensitive,IBk,1.0,6.0,147.0,72.0,0.14285714285714285,0.0136986301369863,0.48724147193123823,-0.03341540626099191
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveThreshold,RandomForest,73.0,153.0,0.0,0.0,0.3230088495575221,1.0,0.5,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveThreshold,NaiveBayes,31.0,96.0,57.0,42.0,0.2440944881889764,0.4246575342465753,0.39860327692720926,-0.16993022732388022
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveThreshold,IBk,73.0,153.0,0.0,0.0,0.3230088495575221,1.0,0.5,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveLearning,RandomForest,0.0,0.0,153.0,73.0,0.0,0.0,0.5627182379801235,0.0
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveLearning,NaiveBayes,38.0,43.0,110.0,35.0,0.4691358024691358,0.5205479452054794,0.6839914047810906,0.232831403951606
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,UnderSampling,SensitiveLearning,IBk,3.0,4.0,149.0,70.0,0.42857142857142855,0.0410958904109589,0.5074760497806429,0.019580255598546224
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,NoCostSensitive,RandomForest,48.0,7.0,146.0,25.0,0.8727272727272727,0.6575342465753424,0.7516339869281046,0.6539381759020002
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,NoCostSensitive,NaiveBayes,29.0,4.0,149.0,44.0,0.8787878787878788,0.3972602739726027,0.9631121855134748,0.433169610199603
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,NoCostSensitive,IBk,44.0,24.0,129.0,29.0,0.6470588235294118,0.6027397260273972,0.8205748052645716,0.4540067462849849
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveThreshold,RandomForest,71.0,153.0,0.0,2.0,0.3169642857142857,0.9726027397260274,0.4863013698630137,-0.01778139345691213
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveThreshold,NaiveBayes,60.0,10.0,143.0,13.0,0.8571428571428571,0.821917808219178,0.8782791655474975,0.7647750927685762
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveThreshold,IBk,44.0,24.0,129.0,29.0,0.6470588235294118,0.6027397260273972,0.7229384904646791,0.4540067462849849
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveLearning,RandomForest,51.0,10.0,143.0,22.0,0.8360655737704918,0.6986301369863014,0.8615811621452234,0.6617082982505379
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveLearning,NaiveBayes,13.0,4.0,149.0,60.0,0.7647058823529411,0.1780821917808219,0.9400573014593966,0.1900548773658865
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,OverSampling,SensitiveLearning,IBk,70.0,9.0,144.0,3.0,0.8860759493670886,0.958904109589041,0.9420270391261527,0.8811464633184328
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,NoCostSensitive,RandomForest,40.0,3.0,150.0,33.0,0.9302325581395349,0.547945205479452,0.7822544542931328,0.5919349984953355
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,NoCostSensitive,NaiveBayes,52.0,9.0,144.0,21.0,0.8524590163934426,0.7123287671232876,0.9279255081027845,0.6828515296098794
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,NoCostSensitive,IBk,46.0,24.0,129.0,27.0,0.6571428571428571,0.6301369863013698,0.7366371206016653,0.478414336139017
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveThreshold,RandomForest,67.0,153.0,0.0,6.0,0.30454545454545456,0.9178082191780822,0.4589041095890411,-0.05384480028154141
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveThreshold,NaiveBayes,70.0,71.0,82.0,3.0,0.49645390070921985,0.958904109589041,0.7474259110036708,0.3979408164734683
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveThreshold,IBk,46.0,24.0,129.0,27.0,0.6571428571428571,0.6301369863013698,0.7366371206016653,0.478414336139017
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveLearning,RandomForest,71.0,153.0,0.0,2.0,0.3169642857142857,0.9726027397260274,0.9198674903751455,-0.01778139345691213
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveLearning,NaiveBayes,20.0,7.0,146.0,53.0,0.7407407407407407,0.273972602739726,0.9376398961411049,0.27323400150069693
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,NoFilter,SMOTESampling,SensitiveLearning,IBk,69.0,111.0,42.0,4.0,0.38333333333333336,0.9452054794520548,0.7373086220789685,0.15884523270114573
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,NoCostSensitive,RandomForest,64.0,90.0,63.0,9.0,0.4155844155844156,0.8767123287671232,0.76103500761035,0.22361024359775136
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,NoCostSensitive,NaiveBayes,4.0,7.0,146.0,69.0,0.36363636363636365,0.0547945205479452,0.8813680723430924,0.011623892277592508
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,NoCostSensitive,IBk,47.0,84.0,69.0,26.0,0.35877862595419846,0.6438356164383562,0.5551078879040201,0.07850841426347398
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveThreshold,RandomForest,73.0,148.0,5.0,0.0,0.33031674208144796,1.0,0.5163398692810458,0.021358768798642343
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveThreshold,NaiveBayes,73.0,27.0,126.0,0.0,0.73,1.0,0.9117647058823529,0.7509184423218223
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveThreshold,IBk,47.0,84.0,69.0,26.0,0.35877862595419846,0.6438356164383562,0.5474080042976095,0.07850841426347398
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveLearning,RandomForest,73.0,148.0,5.0,0.0,0.33031674208144796,1.0,0.8267526188557615,0.021358768798642343
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveLearning,NaiveBayes,73.0,27.0,126.0,0.0,0.73,1.0,0.8813680723430924,0.7509184423218223
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,NoSampling,SensitiveLearning,IBk,47.0,84.0,69.0,26.0,0.35877862595419846,0.6438356164383562,0.5551078879040201,0.07850841426347398
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,UnderSampling,NoCostSensitive,RandomForest,4.0,75.0,78.0,69.0,0.05063291139240506,0.0547945205479452,0.44399677679290894,-0.4262424401788063
BOOKKEEPER,2,38.5896180215475,22.722820763956904,7.1498530852105775,BestFirstFilter,UnderSampling,NoCostSensitive,NaiveBayes,41.0,99.0,54.0,32.0,0.29285714285714287,0.5616438356164384,0.5594950308890679,-0.06888584013286161
