Dataset,#TrainingRelease,%training,%Defective_in_training,%Defective_in_testing,Classifier,Feature_Selection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,UnderSampling,NoCostSensitive,45.0,70.0,103.0,133.0,0.391304347826087,0.25280898876404495,0.4240923556536988,-0.15104276044779733
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,UnderSampling,SensitiveThreshold,178.0,173.0,0.0,0.0,0.5071225071225072,1.0,0.5,0.0
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,UnderSampling,SensitiveLearning,67.0,67.0,106.0,111.0,0.5,0.37640449438202245,0.4945606286939014,-0.010840020709293288
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,OverSampling,NoCostSensitive,163.0,108.0,65.0,15.0,0.6014760147601476,0.9157303370786517,0.6302364096901993,0.29367014053629575
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,OverSampling,SensitiveThreshold,163.0,108.0,65.0,15.0,0.6014760147601476,0.9157303370786517,0.6457264402156264,0.29367014053629575
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,OverSampling,SensitiveLearning,173.0,167.0,6.0,5.0,0.5088235294117647,0.9719101123595506,0.44297590439696044,0.006680048701832951
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,SMOTESampling,NoCostSensitive,156.0,101.0,72.0,22.0,0.6070038910505836,0.8764044943820225,0.6437617717737222,0.29447812658310596
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,SMOTESampling,SensitiveThreshold,156.0,101.0,72.0,22.0,0.6070038910505836,0.8764044943820225,0.6462947327401442,0.29447812658310596
BOOKKEEPER,1,15.824357912178955,11.764705882352942,14.747307373653687,IBk,BestFirstFilter,SMOTESampling,SensitiveLearning,173.0,161.0,12.0,5.0,0.5179640718562875,0.9719101123595506,0.45161395076963046,0.041803710038152884
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,NoSampling,NoCostSensitive,65.0,14.0,146.0,25.0,0.8227848101265823,0.7222222222222222,0.7780555555555555,0.6521584017124509
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,NoSampling,SensitiveThreshold,90.0,160.0,0.0,0.0,0.36,1.0,0.5,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,NoSampling,SensitiveLearning,90.0,160.0,0.0,0.0,0.36,1.0,0.8336805555555555,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,UnderSampling,NoCostSensitive,0.0,0.0,160.0,90.0,0.0,0.0,0.5485416666666667,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,UnderSampling,SensitiveThreshold,68.0,156.0,4.0,22.0,0.30357142857142855,0.7555555555555555,0.3902777777777778,-0.1655316919853327
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,UnderSampling,SensitiveLearning,0.0,0.0,160.0,90.0,0.0,0.0,0.42399305555555555,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,OverSampling,NoCostSensitive,56.0,13.0,147.0,34.0,0.8115942028985508,0.6222222222222222,0.7579166666666667,0.570069520673253
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,OverSampling,SensitiveThreshold,86.0,160.0,0.0,4.0,0.34959349593495936,0.9555555555555556,0.4777777777777778,-0.0322255790533737
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,OverSampling,SensitiveLearning,74.0,10.0,150.0,16.0,0.8809523809523809,0.8222222222222222,0.9364583333333333,0.7709654686398874
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,SMOTESampling,NoCostSensitive,51.0,12.0,148.0,39.0,0.8095238095238095,0.5666666666666667,0.7506944444444444,0.5261984392419177
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,SMOTESampling,SensitiveThreshold,83.0,160.0,0.0,7.0,0.34156378600823045,0.9222222222222223,0.46111111111111114,-0.056694507719564635
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,NoFilter,SMOTESampling,SensitiveLearning,88.0,160.0,0.0,2.0,0.3548387096774194,0.9777777777777777,0.9311805555555556,-0.016056196688409477
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,NoSampling,NoCostSensitive,62.0,80.0,80.0,28.0,0.43661971830985913,0.6888888888888889,0.6300694444444445,0.16769420468557328
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,NoSampling,SensitiveThreshold,90.0,156.0,4.0,0.0,0.36585365853658536,1.0,0.5125,0.01812688821752262
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,NoSampling,SensitiveLearning,90.0,160.0,0.0,0.0,0.36,1.0,0.6756597222222223,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,UnderSampling,NoCostSensitive,8.0,35.0,125.0,82.0,0.18604651162790697,0.08888888888888889,0.5148958333333333,-0.14660917287338301
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,UnderSampling,SensitiveThreshold,61.0,156.0,4.0,29.0,0.28110599078341014,0.6777777777777778,0.35138888888888886,-0.22711594587423714
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,UnderSampling,SensitiveLearning,71.0,152.0,8.0,19.0,0.3183856502242152,0.7888888888888889,0.4235069444444444,-0.12175282078194694
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,OverSampling,NoCostSensitive,54.0,80.0,80.0,36.0,0.40298507462686567,0.6,0.5264583333333334,0.09033877038895861
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,OverSampling,SensitiveThreshold,83.0,141.0,19.0,7.0,0.3705357142857143,0.9222222222222223,0.5204861111111111,0.030906233630172787
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,OverSampling,SensitiveLearning,87.0,133.0,27.0,3.0,0.39545454545454545,0.9666666666666667,0.6849305555555556,0.1029023746701847
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,SMOTESampling,NoCostSensitive,55.0,71.0,89.0,35.0,0.4365079365079365,0.6111111111111112,0.6437152777777778,0.1538952745849297
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,SMOTESampling,SensitiveThreshold,89.0,140.0,20.0,1.0,0.388646288209607,0.9888888888888889,0.5569444444444445,0.0851284713210485
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,RandomForest,BestFirstFilter,SMOTESampling,SensitiveLearning,90.0,137.0,23.0,0.0,0.3964757709251101,1.0,0.7412847222222222,0.10784058348528267
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,NoSampling,NoCostSensitive,6.0,7.0,153.0,84.0,0.46153846153846156,0.06666666666666667,0.8819444444444444,0.028193079880393032
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,NoSampling,SensitiveThreshold,90.0,25.0,135.0,0.0,0.782608695652174,1.0,0.921875,0.7954173486088381
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,NoSampling,SensitiveLearning,90.0,25.0,135.0,0.0,0.782608695652174,1.0,0.8819444444444444,0.7954173486088381
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,UnderSampling,NoCostSensitive,27.0,57.0,103.0,63.0,0.32142857142857145,0.3,0.7199652777777777,-0.05708245243128951
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,UnderSampling,SensitiveThreshold,27.0,57.0,103.0,63.0,0.32142857142857145,0.3,0.471875,-0.05708245243128951
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,UnderSampling,SensitiveLearning,88.0,153.0,7.0,2.0,0.3651452282157676,0.9777777777777777,0.4033333333333333,0.015748031496062968
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,OverSampling,NoCostSensitive,11.0,8.0,152.0,79.0,0.5789473684210527,0.12222222222222222,0.8784375,0.08728493495593784
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,OverSampling,SensitiveThreshold,39.0,19.0,141.0,51.0,0.6724137931034483,0.43333333333333335,0.6572916666666667,0.34111445783132527
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,OverSampling,SensitiveLearning,18.0,5.0,155.0,72.0,0.782608695652174,0.2,0.9061111111111111,0.2015761094981334
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,SMOTESampling,NoCostSensitive,6.0,7.0,153.0,84.0,0.46153846153846156,0.06666666666666667,0.8732638888888888,0.028193079880393032
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,SMOTESampling,SensitiveThreshold,29.0,12.0,148.0,61.0,0.7073170731707317,0.32222222222222224,0.6236111111111111,0.28064643279463913
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,NoFilter,SMOTESampling,SensitiveLearning,26.0,13.0,147.0,64.0,0.6666666666666666,0.28888888888888886,0.8392708333333333,0.23701942132382078
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,NoSampling,NoCostSensitive,6.0,7.0,153.0,84.0,0.46153846153846156,0.06666666666666667,0.8819444444444444,0.028193079880393032
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,NoSampling,SensitiveThreshold,90.0,25.0,135.0,0.0,0.782608695652174,1.0,0.921875,0.7954173486088381
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,NoSampling,SensitiveLearning,90.0,25.0,135.0,0.0,0.782608695652174,1.0,0.8819444444444444,0.7954173486088381
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,UnderSampling,NoCostSensitive,27.0,57.0,103.0,63.0,0.32142857142857145,0.3,0.7199652777777777,-0.05708245243128951
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,UnderSampling,SensitiveThreshold,27.0,57.0,103.0,63.0,0.32142857142857145,0.3,0.471875,-0.05708245243128951
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,UnderSampling,SensitiveLearning,88.0,153.0,7.0,2.0,0.3651452282157676,0.9777777777777777,0.4033333333333333,0.015748031496062968
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,OverSampling,NoCostSensitive,11.0,8.0,152.0,79.0,0.5789473684210527,0.12222222222222222,0.8784375,0.08728493495593784
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,OverSampling,SensitiveThreshold,39.0,19.0,141.0,51.0,0.6724137931034483,0.43333333333333335,0.6572916666666667,0.34111445783132527
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,OverSampling,SensitiveLearning,18.0,5.0,155.0,72.0,0.782608695652174,0.2,0.9061111111111111,0.2015761094981334
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,SMOTESampling,NoCostSensitive,6.0,7.0,153.0,84.0,0.46153846153846156,0.06666666666666667,0.8732638888888888,0.028193079880393032
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,SMOTESampling,SensitiveThreshold,29.0,12.0,148.0,61.0,0.7073170731707317,0.32222222222222224,0.6236111111111111,0.28064643279463913
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,NaiveBayes,BestFirstFilter,SMOTESampling,SensitiveLearning,26.0,13.0,147.0,64.0,0.6666666666666666,0.28888888888888886,0.8392708333333333,0.23701942132382078
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,NoSampling,NoCostSensitive,30.0,86.0,74.0,60.0,0.25862068965517243,0.3333333333333333,0.40625,-0.19203135205747876
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,NoSampling,SensitiveThreshold,30.0,86.0,74.0,60.0,0.25862068965517243,0.3333333333333333,0.39791666666666664,-0.19203135205747876
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,NoSampling,SensitiveLearning,30.0,86.0,74.0,60.0,0.25862068965517243,0.3333333333333333,0.40625,-0.19203135205747876
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,UnderSampling,NoCostSensitive,71.0,18.0,142.0,19.0,0.797752808988764,0.7888888888888889,0.8381944444444445,0.6780368952314653
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,UnderSampling,SensitiveThreshold,90.0,160.0,0.0,0.0,0.36,1.0,0.5,0.0
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,UnderSampling,SensitiveLearning,85.0,153.0,7.0,5.0,0.35714285714285715,0.9444444444444444,0.49409722222222224,-0.00868232890704801
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,OverSampling,NoCostSensitive,26.0,79.0,81.0,64.0,0.24761904761904763,0.28888888888888886,0.3604861111111111,-0.1976549413735343
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,OverSampling,SensitiveThreshold,26.0,90.0,70.0,64.0,0.22413793103448276,0.28888888888888886,0.36319444444444443,-0.2573481384715871
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,OverSampling,SensitiveLearning,83.0,141.0,19.0,7.0,0.3705357142857143,0.9222222222222223,0.6219097222222222,0.030906233630172787
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,SMOTESampling,NoCostSensitive,29.0,70.0,90.0,61.0,0.29292929292929293,0.32222222222222224,0.44871527777777775,-0.11281005776418633
BOOKKEEPER,2,44.90472245236123,26.51201325600663,7.456503728251864,IBk,NoFilter,SMOTESampling,SensitiveThreshold,29.0,70.0,90.0,61.0,0.29292929292929293,0.32222222222222224,0.4423611111111111,-0.11281005776418633
